years_experience,job_role,main_language,education,company_size,salary
19,ML 엔지니어,Java,학사,중견기업 (300~1000명),8660
16,ML 엔지니어,C/C++,학사,중견기업 (300~1000명),7840
10,DevOps/인프라,JavaScript/TypeScript,박사,중소기업 (50~300명),7600
14,백엔드,기타,석사,대기업 (1000명~),8330
13,프론트엔드,Python,학사,중견기업 (300~1000명),7790
4,QA,Java,학사,스타트업 (~50명),4820
2,QA,JavaScript/TypeScript,석사,중견기업 (300~1000명),5610
6,ML 엔지니어,Go,석사,중소기업 (50~300명),8030
11,백엔드,JavaScript/TypeScript,석사,중소기업 (50~300명),8150
4,백엔드,C#,학사,중견기업 (300~1000명),6690
2,백엔드,Kotlin,학사,중견기업 (300~1000명),5170
22,ML 엔지니어,SQL,학사,중소기업 (50~300명),8750
9,DevOps/인프라,Python,학사,대기업 (1000명~),7430
15,데이터 엔지니어,Java,석사,중견기업 (300~1000명),8360
13,풀스택,Python,학사,중견기업 (300~1000명),7250
19,ML 엔지니어,기타,학사,스타트업 (~50명),7250
19,백엔드,Go,학사,중소기업 (50~300명),7920
7,DevOps/인프라,C#,학사,중소기업 (50~300명),6770
22,QA,SQL,학사,중견기업 (300~1000명),8380
9,ML 엔지니어,Go,학사,중소기업 (50~300명),7430
21,DevOps/인프라,JavaScript/TypeScript,석사,중견기업 (300~1000명),8900
10,데이터 엔지니어,C#,학사,중소기업 (50~300명),7140
2,데이터 분석가,Kotlin,학사,중견기업 (300~1000명),5840
19,풀스택,Python,학사,대기업 (1000명~),8600
0,QA,Go,학사,중견기업 (300~1000명),4290
20,ML 엔지니어,C#,석사,중견기업 (300~1000명),10170
1,프론트엔드,Python,석사,대기업 (1000명~),5960
5,QA,JavaScript/TypeScript,고졸,스타트업 (~50명),5410
15,백엔드,C#,박사,중견기업 (300~1000명),8440
24,데이터 엔지니어,C/C++,석사,대기업 (1000명~),9590
10,프론트엔드,JavaScript/TypeScript,학사,중견기업 (300~1000명),6880
3,데이터 엔지니어,Go,학사,스타트업 (~50명),5750
6,모바일,C/C++,학사,대기업 (1000명~),6790
23,모바일,C#,석사,스타트업 (~50명),8190
18,ML 엔지니어,SQL,학사,중소기업 (50~300명),7790
2,ML 엔지니어,Python,학사,스타트업 (~50명),5570
10,모바일,C/C++,석사,중소기업 (50~300명),7370
6,QA,Python,석사,중소기업 (50~300명),6160
4,데이터 분석가,기타,학사,중소기업 (50~300명),4700
22,프론트엔드,Java,석사,대기업 (1000명~),9440
16,백엔드,SQL,학사,중소기업 (50~300명),7580
4,프론트엔드,Java,석사,중소기업 (50~300명),5500
16,ML 엔지니어,JavaScript/TypeScript,학사,대기업 (1000명~),9130
10,데이터 분석가,Go,학사,대기업 (1000명~),7070
1,모바일,SQL,박사,스타트업 (~50명),5630
11,데이터 분석가,Java,학사,스타트업 (~50명),6660
4,DevOps/인프라,Java,학사,중견기업 (300~1000명),5230
6,데이터 엔지니어,SQL,학사,대기업 (1000명~),7160
22,백엔드,JavaScript/TypeScript,학사,중견기업 (300~1000명),8370
18,백엔드,Java,학사,스타트업 (~50명),7370
3,데이터 분석가,Kotlin,학사,중견기업 (300~1000명),5560
22,모바일,Python,석사,중견기업 (300~1000명),8740
14,DevOps/인프라,SQL,석사,중견기업 (300~1000명),7780
22,데이터 엔지니어,SQL,학사,대기업 (1000명~),8270
19,ML 엔지니어,SQL,학사,중견기업 (300~1000명),9180
8,데이터 엔지니어,JavaScript/TypeScript,석사,중견기업 (300~1000명),7170
13,모바일,Java,학사,중견기업 (300~1000명),7200
13,데이터 엔지니어,C/C++,학사,중견기업 (300~1000명),7320
18,데이터 엔지니어,C/C++,고졸,중소기업 (50~300명),8250
6,ML 엔지니어,기타,학사,중소기업 (50~300명),5920
8,프론트엔드,Go,학사,중견기업 (300~1000명),7010
6,데이터 엔지니어,기타,석사,중견기업 (300~1000명),6590
7,풀스택,Kotlin,박사,중소기업 (50~300명),6770
4,DevOps/인프라,Kotlin,학사,스타트업 (~50명),5280
0,DevOps/인프라,Java,학사,중견기업 (300~1000명),4170
24,데이터 엔지니어,Python,학사,중견기업 (300~1000명),8960
1,QA,Python,고졸,중소기업 (50~300명),4660
23,데이터 분석가,Go,석사,중소기업 (50~300명),8260
0,백엔드,Java,학사,스타트업 (~50명),3760
20,데이터 엔지니어,기타,석사,대기업 (1000명~),9520
8,ML 엔지니어,Java,학사,대기업 (1000명~),7000
13,백엔드,기타,학사,중견기업 (300~1000명),7490
7,백엔드,Kotlin,학사,중소기업 (50~300명),6030
12,풀스택,Python,학사,중견기업 (300~1000명),6990
11,DevOps/인프라,Python,석사,중소기업 (50~300명),7500
13,데이터 분석가,C/C++,학사,대기업 (1000명~),7780
10,QA,C/C++,학사,스타트업 (~50명),5930
13,DevOps/인프라,JavaScript/TypeScript,학사,스타트업 (~50명),7720
21,데이터 분석가,C#,학사,중견기업 (300~1000명),8750
11,ML 엔지니어,Java,석사,스타트업 (~50명),6970
9,풀스택,Java,학사,중견기업 (300~1000명),6340
3,백엔드,Kotlin,고졸,중견기업 (300~1000명),6110
9,모바일,기타,학사,스타트업 (~50명),6200
3,데이터 엔지니어,JavaScript/TypeScript,학사,중소기업 (50~300명),6360
4,프론트엔드,기타,학사,중견기업 (300~1000명),6230
24,프론트엔드,C/C++,학사,대기업 (1000명~),9320
2,백엔드,C/C++,학사,중소기업 (50~300명),4890
12,ML 엔지니어,Python,학사,스타트업 (~50명),7590
21,QA,C/C++,학사,중견기업 (300~1000명),7730
24,DevOps/인프라,C#,석사,중소기업 (50~300명),9310
3,모바일,Go,학사,중견기업 (300~1000명),6180
4,데이터 엔지니어,Java,학사,중견기업 (300~1000명),5930
9,QA,Java,학사,중소기업 (50~300명),6810
14,데이터 엔지니어,C/C++,학사,중견기업 (300~1000명),8960
24,풀스택,Python,석사,중소기업 (50~300명),8560
5,모바일,Java,학사,스타트업 (~50명),5990
4,ML 엔지니어,Go,학사,중견기업 (300~1000명),6510
6,데이터 분석가,기타,석사,대기업 (1000명~),7090
22,DevOps/인프라,Go,석사,중견기업 (300~1000명),8390
0,DevOps/인프라,Java,석사,중소기업 (50~300명),4350
9,백엔드,기타,학사,중견기업 (300~1000명),6970
3,ML 엔지니어,C#,학사,중소기업 (50~300명),6730
4,모바일,Kotlin,학사,중소기업 (50~300명),5000
23,데이터 분석가,Java,학사,중소기업 (50~300명),8090
0,풀스택,Go,학사,스타트업 (~50명),4480
8,모바일,Python,석사,중소기업 (50~300명),6670
23,풀스택,Go,학사,대기업 (1000명~),9140
15,백엔드,Java,학사,중소기업 (50~300명),7110
1,DevOps/인프라,기타,학사,대기업 (1000명~),5280
12,프론트엔드,Python,학사,중견기업 (300~1000명),6600
25,모바일,Go,학사,중소기업 (50~300명),8300
10,프론트엔드,Java,석사,스타트업 (~50명),6350
13,프론트엔드,Kotlin,학사,스타트업 (~50명),7080
13,모바일,C#,석사,스타트업 (~50명),6830
17,QA,기타,학사,중견기업 (300~1000명),7490
4,QA,Go,석사,대기업 (1000명~),6550
21,모바일,C/C++,학사,대기업 (1000명~),8910
25,데이터 분석가,Python,석사,스타트업 (~50명),8260
3,QA,Go,석사,중소기업 (50~300명),5230
21,풀스택,C/C++,학사,스타트업 (~50명),7990
21,QA,Python,학사,대기업 (1000명~),9200
19,백엔드,Go,석사,스타트업 (~50명),8180
9,풀스택,Java,학사,스타트업 (~50명),6180
12,모바일,JavaScript/TypeScript,석사,중견기업 (300~1000명),7570
21,백엔드,Python,박사,중견기업 (300~1000명),8200
3,DevOps/인프라,C/C++,석사,스타트업 (~50명),5730
21,DevOps/인프라,Java,학사,중견기업 (300~1000명),8390
23,모바일,Python,학사,스타트업 (~50명),7680
17,DevOps/인프라,C/C++,박사,스타트업 (~50명),7950
8,ML 엔지니어,Java,학사,스타트업 (~50명),6560
14,DevOps/인프라,Java,학사,중소기업 (50~300명),7910
1,DevOps/인프라,C#,고졸,대기업 (1000명~),6100
24,데이터 엔지니어,Python,석사,중소기업 (50~300명),8440
8,백엔드,기타,학사,중견기업 (300~1000명),6560
1,QA,C#,학사,중소기업 (50~300명),4390
20,데이터 엔지니어,기타,학사,중견기업 (300~1000명),8790
17,QA,SQL,석사,대기업 (1000명~),8510
16,QA,기타,학사,중소기업 (50~300명),7290
1,프론트엔드,C#,석사,대기업 (1000명~),6050
19,모바일,C/C++,석사,중견기업 (300~1000명),8260
16,프론트엔드,Kotlin,박사,중견기업 (300~1000명),9140
20,백엔드,Python,석사,중소기업 (50~300명),8320
21,QA,SQL,학사,중견기업 (300~1000명),7770
5,QA,JavaScript/TypeScript,학사,중소기업 (50~300명),5640
5,QA,Python,고졸,대기업 (1000명~),7020
24,DevOps/인프라,JavaScript/TypeScript,박사,대기업 (1000명~),9700
13,데이터 엔지니어,JavaScript/TypeScript,학사,중소기업 (50~300명),7800
11,데이터 분석가,Python,학사,대기업 (1000명~),7450
7,QA,Kotlin,석사,대기업 (1000명~),6920
16,데이터 분석가,Python,학사,중견기업 (300~1000명),8200
19,데이터 엔지니어,SQL,석사,스타트업 (~50명),7660
0,프론트엔드,C#,고졸,스타트업 (~50명),3880
14,ML 엔지니어,Kotlin,학사,스타트업 (~50명),7810
25,DevOps/인프라,C/C++,학사,스타트업 (~50명),8090
7,ML 엔지니어,Java,학사,대기업 (1000명~),7550
7,데이터 분석가,Java,학사,스타트업 (~50명),5830
22,프론트엔드,Go,석사,중견기업 (300~1000명),9030
1,백엔드,Kotlin,학사,중견기업 (300~1000명),6180
10,데이터 엔지니어,JavaScript/TypeScript,학사,중견기업 (300~1000명),7160
11,ML 엔지니어,C/C++,석사,스타트업 (~50명),8160
20,ML 엔지니어,기타,석사,중견기업 (300~1000명),9340
3,QA,SQL,고졸,중견기업 (300~1000명),5450
11,데이터 분석가,C/C++,석사,중견기업 (300~1000명),7490
3,DevOps/인프라,JavaScript/TypeScript,고졸,스타트업 (~50명),4900
20,ML 엔지니어,JavaScript/TypeScript,학사,중견기업 (300~1000명),8910
16,풀스택,C#,학사,스타트업 (~50명),7180
12,DevOps/인프라,Go,석사,중견기업 (300~1000명),7560
10,백엔드,Java,학사,중소기업 (50~300명),7300
3,데이터 엔지니어,Python,학사,중소기업 (50~300명),5800
23,QA,C#,석사,대기업 (1000명~),8970
16,데이터 엔지니어,SQL,학사,스타트업 (~50명),8080
8,QA,Java,학사,대기업 (1000명~),6270
10,백엔드,C/C++,석사,대기업 (1000명~),8550
18,데이터 분석가,Java,학사,중소기업 (50~300명),7320
18,DevOps/인프라,JavaScript/TypeScript,학사,중소기업 (50~300명),7990
11,데이터 엔지니어,Go,학사,스타트업 (~50명),6820
7,DevOps/인프라,JavaScript/TypeScript,박사,대기업 (1000명~),7450
17,데이터 분석가,JavaScript/TypeScript,학사,중견기업 (300~1000명),8530
17,ML 엔지니어,기타,고졸,스타트업 (~50명),8500
15,모바일,Java,학사,중소기업 (50~300명),7320
1,DevOps/인프라,Java,학사,스타트업 (~50명),4950
12,프론트엔드,기타,박사,중견기업 (300~1000명),7890
15,풀스택,C#,학사,중소기업 (50~300명),8170
24,백엔드,Python,고졸,스타트업 (~50명),7160
13,ML 엔지니어,C/C++,학사,대기업 (1000명~),8690
8,풀스택,Go,학사,중소기업 (50~300명),6320
14,풀스택,JavaScript/TypeScript,학사,중소기업 (50~300명),6240
4,DevOps/인프라,C#,박사,중견기업 (300~1000명),6650
2,모바일,Go,석사,대기업 (1000명~),7230
17,프론트엔드,JavaScript/TypeScript,고졸,중소기업 (50~300명),7150
25,백엔드,SQL,학사,대기업 (1000명~),9590
21,풀스택,C#,학사,중소기업 (50~300명),8570
15,QA,기타,학사,대기업 (1000명~),7930
1,데이터 분석가,Python,학사,스타트업 (~50명),4700
25,QA,JavaScript/TypeScript,학사,중견기업 (300~1000명),7810
11,프론트엔드,Kotlin,석사,스타트업 (~50명),6690
7,모바일,기타,석사,대기업 (1000명~),7670
23,프론트엔드,Java,학사,대기업 (1000명~),9040
19,모바일,기타,석사,중소기업 (50~300명),8170
19,데이터 엔지니어,Java,학사,중소기업 (50~300명),8130
7,DevOps/인프라,C/C++,학사,중견기업 (300~1000명),7900
25,모바일,JavaScript/TypeScript,석사,중소기업 (50~300명),8470
11,ML 엔지니어,C/C++,고졸,중견기업 (300~1000명),8390
13,데이터 엔지니어,기타,학사,중견기업 (300~1000명),7710
19,풀스택,Kotlin,석사,중소기업 (50~300명),8970
17,QA,SQL,학사,스타트업 (~50명),6640
4,모바일,JavaScript/TypeScript,석사,대기업 (1000명~),6840
7,프론트엔드,기타,학사,스타트업 (~50명),5800
9,QA,C/C++,석사,중견기업 (300~1000명),7190
24,QA,Go,고졸,스타트업 (~50명),8510
18,백엔드,Kotlin,학사,스타트업 (~50명),7870
9,QA,Go,학사,스타트업 (~50명),6950
19,QA,Go,석사,중소기업 (50~300명),7770
19,DevOps/인프라,C#,학사,중견기업 (300~1000명),7960
10,풀스택,Go,석사,중소기업 (50~300명),7200
10,데이터 엔지니어,기타,학사,중견기업 (300~1000명),7230
23,데이터 분석가,C/C++,학사,중견기업 (300~1000명),8560
14,데이터 엔지니어,C#,학사,스타트업 (~50명),6850
3,데이터 엔지니어,Java,학사,스타트업 (~50명),6050
18,데이터 엔지니어,C/C++,석사,중견기업 (300~1000명),8490
15,데이터 분석가,Kotlin,학사,중견기업 (300~1000명),8460
13,ML 엔지니어,Go,학사,중견기업 (300~1000명),8150
18,데이터 분석가,Java,학사,스타트업 (~50명),7810
23,백엔드,C#,학사,대기업 (1000명~),9330
8,백엔드,SQL,학사,스타트업 (~50명),5900
10,QA,Java,석사,중견기업 (300~1000명),7360
4,QA,Python,학사,스타트업 (~50명),6270
16,데이터 엔지니어,C/C++,학사,중견기업 (300~1000명),8290
10,프론트엔드,Go,학사,중소기업 (50~300명),7300
8,DevOps/인프라,JavaScript/TypeScript,학사,중견기업 (300~1000명),7290
18,프론트엔드,SQL,학사,스타트업 (~50명),7590
10,모바일,SQL,학사,중견기업 (300~1000명),7140
12,풀스택,C#,학사,스타트업 (~50명),7070
11,백엔드,C/C++,석사,중견기업 (300~1000명),8010
6,DevOps/인프라,Python,박사,스타트업 (~50명),6150
3,데이터 분석가,SQL,박사,스타트업 (~50명),5900
21,풀스택,기타,석사,중견기업 (300~1000명),8490
2,데이터 분석가,C/C++,학사,스타트업 (~50명),4880
8,백엔드,C#,석사,스타트업 (~50명),7140
17,모바일,Kotlin,학사,대기업 (1000명~),8190
3,데이터 분석가,Kotlin,학사,대기업 (1000명~),5710
17,모바일,Java,학사,대기업 (1000명~),8800
19,DevOps/인프라,Kotlin,고졸,중소기업 (50~300명),7310
17,풀스택,기타,박사,중소기업 (50~300명),7290
7,프론트엔드,Kotlin,석사,중견기업 (300~1000명),7370
0,데이터 분석가,C#,학사,스타트업 (~50명),3730
23,DevOps/인프라,C#,학사,중견기업 (300~1000명),8940
8,모바일,JavaScript/TypeScript,학사,스타트업 (~50명),6060
20,백엔드,Go,학사,대기업 (1000명~),8350
5,QA,JavaScript/TypeScript,석사,중견기업 (300~1000명),5810
4,모바일,C/C++,박사,중소기업 (50~300명),6290
20,프론트엔드,JavaScript/TypeScript,학사,중소기업 (50~300명),7330
24,데이터 엔지니어,C/C++,학사,스타트업 (~50명),8580
22,풀스택,C/C++,학사,중소기업 (50~300명),8040
19,QA,Python,학사,중견기업 (300~1000명),8160
6,풀스택,Kotlin,학사,중소기업 (50~300명),6300
23,데이터 분석가,C/C++,고졸,중소기업 (50~300명),8320
17,데이터 분석가,기타,학사,스타트업 (~50명),7540
4,풀스택,Java,학사,중견기업 (300~1000명),5950
3,데이터 분석가,Kotlin,학사,중소기업 (50~300명),5620
22,백엔드,Java,석사,스타트업 (~50명),8380
7,데이터 엔지니어,C#,학사,대기업 (1000명~),6200
19,ML 엔지니어,C#,석사,중소기업 (50~300명),9220
3,QA,C#,학사,중소기업 (50~300명),5340
7,풀스택,Go,학사,대기업 (1000명~),7530
7,풀스택,SQL,고졸,중소기업 (50~300명),5530
7,데이터 분석가,JavaScript/TypeScript,석사,대기업 (1000명~),7170
17,ML 엔지니어,SQL,학사,중견기업 (300~1000명),7900
23,QA,Java,학사,중견기업 (300~1000명),8750
23,백엔드,JavaScript/TypeScript,학사,스타트업 (~50명),7460
19,풀스택,JavaScript/TypeScript,박사,스타트업 (~50명),7840
5,풀스택,기타,학사,중소기업 (50~300명),6100
24,풀스택,Java,학사,스타트업 (~50명),7880
14,데이터 분석가,C/C++,석사,스타트업 (~50명),6980
14,DevOps/인프라,C/C++,학사,중견기업 (300~1000명),8310
18,백엔드,SQL,학사,중견기업 (300~1000명),8520
19,DevOps/인프라,C#,석사,스타트업 (~50명),8360
24,데이터 엔지니어,기타,학사,중견기업 (300~1000명),9190
15,데이터 엔지니어,Kotlin,고졸,대기업 (1000명~),8260
15,ML 엔지니어,Kotlin,학사,중견기업 (300~1000명),8220
19,프론트엔드,Kotlin,고졸,중견기업 (300~1000명),7810
6,ML 엔지니어,Java,석사,중견기업 (300~1000명),7680
8,풀스택,C#,학사,스타트업 (~50명),6020
16,데이터 분석가,Go,학사,중소기업 (50~300명),7460
1,ML 엔지니어,Java,학사,대기업 (1000명~),6370
8,데이터 엔지니어,Java,학사,중견기업 (300~1000명),7580
18,풀스택,Java,학사,중견기업 (300~1000명),8300
25,모바일,SQL,고졸,대기업 (1000명~),9820
13,데이터 분석가,Go,석사,스타트업 (~50명),7030
10,백엔드,JavaScript/TypeScript,학사,중소기업 (50~300명),6000
11,ML 엔지니어,Kotlin,석사,중견기업 (300~1000명),8790
17,백엔드,Kotlin,학사,스타트업 (~50명),7240
14,데이터 분석가,SQL,학사,중견기업 (300~1000명),7420
0,데이터 엔지니어,기타,석사,대기업 (1000명~),4300
14,백엔드,SQL,석사,중견기업 (300~1000명),7490
10,QA,Java,학사,중소기업 (50~300명),5920
18,모바일,Kotlin,고졸,중견기업 (300~1000명),7830
22,백엔드,C/C++,석사,스타트업 (~50명),8170
25,데이터 엔지니어,C/C++,학사,대기업 (1000명~),9570
15,데이터 엔지니어,Go,학사,스타트업 (~50명),8140
9,데이터 엔지니어,Go,학사,대기업 (1000명~),8100
11,ML 엔지니어,C/C++,학사,중소기업 (50~300명),6730
4,데이터 분석가,기타,고졸,중소기업 (50~300명),5720
24,DevOps/인프라,Java,고졸,중소기업 (50~300명),8410
22,모바일,Python,석사,스타트업 (~50명),8210
22,데이터 분석가,Python,학사,중소기업 (50~300명),8160
8,프론트엔드,SQL,학사,대기업 (1000명~),7270
8,데이터 엔지니어,C/C++,박사,대기업 (1000명~),7860
22,풀스택,C/C++,학사,스타트업 (~50명),7970
14,ML 엔지니어,Go,학사,중견기업 (300~1000명),8800
18,DevOps/인프라,C/C++,학사,대기업 (1000명~),8480
12,DevOps/인프라,Go,학사,대기업 (1000명~),7700
11,QA,Python,학사,중소기업 (50~300명),6760
16,프론트엔드,Java,박사,스타트업 (~50명),7390
21,프론트엔드,기타,석사,대기업 (1000명~),8200
8,QA,C#,학사,중소기업 (50~300명),6100
21,모바일,Java,학사,중소기업 (50~300명),8710
6,백엔드,C/C++,석사,중견기업 (300~1000명),6870
10,풀스택,C/C++,학사,중소기업 (50~300명),6960
23,DevOps/인프라,JavaScript/TypeScript,석사,대기업 (1000명~),8490
24,모바일,JavaScript/TypeScript,학사,스타트업 (~50명),8320
24,백엔드,Kotlin,석사,중견기업 (300~1000명),9130
8,ML 엔지니어,Python,석사,대기업 (1000명~),8150
21,프론트엔드,JavaScript/TypeScript,학사,대기업 (1000명~),8890
24,모바일,C#,학사,대기업 (1000명~),9180
25,백엔드,C#,석사,대기업 (1000명~),9030
0,데이터 엔지니어,SQL,학사,중소기업 (50~300명),4230
19,데이터 분석가,기타,학사,대기업 (1000명~),9060
25,DevOps/인프라,JavaScript/TypeScript,학사,대기업 (1000명~),9280
19,모바일,C#,학사,중소기업 (50~300명),7420
6,프론트엔드,Python,학사,중소기업 (50~300명),6070
19,프론트엔드,Go,학사,스타트업 (~50명),8160
2,프론트엔드,Java,학사,중견기업 (300~1000명),4970
12,데이터 분석가,Python,석사,중견기업 (300~1000명),7930
16,백엔드,Kotlin,고졸,중소기업 (50~300명),7220
11,모바일,Java,학사,중소기업 (50~300명),7020
18,DevOps/인프라,C#,학사,중견기업 (300~1000명),7970
6,ML 엔지니어,Python,석사,스타트업 (~50명),6850
15,데이터 엔지니어,Kotlin,학사,대기업 (1000명~),9200
16,QA,Kotlin,석사,중소기업 (50~300명),7050
16,DevOps/인프라,Go,학사,스타트업 (~50명),7870
7,데이터 엔지니어,SQL,학사,스타트업 (~50명),7040
7,DevOps/인프라,C/C++,석사,대기업 (1000명~),7920
6,프론트엔드,Java,석사,대기업 (1000명~),6560
12,DevOps/인프라,Java,학사,스타트업 (~50명),6440
15,풀스택,Java,학사,스타트업 (~50명),6900
9,ML 엔지니어,Java,학사,중소기업 (50~300명),7170
10,QA,JavaScript/TypeScript,고졸,스타트업 (~50명),6330
7,데이터 분석가,Java,석사,중견기업 (300~1000명),6310
5,백엔드,Go,석사,스타트업 (~50명),5820
17,모바일,Java,학사,중소기업 (50~300명),7280
21,모바일,Go,학사,중소기업 (50~300명),8120
7,QA,C/C++,학사,중소기업 (50~300명),7100
22,QA,Kotlin,학사,중소기업 (50~300명),7630
14,데이터 엔지니어,C#,석사,스타트업 (~50명),7090
4,QA,기타,학사,스타트업 (~50명),4740
9,모바일,C/C++,학사,스타트업 (~50명),6800
0,모바일,JavaScript/TypeScript,학사,스타트업 (~50명),3690
1,DevOps/인프라,Go,박사,대기업 (1000명~),6150
8,ML 엔지니어,Go,학사,중소기업 (50~300명),6930
11,데이터 분석가,C/C++,학사,중소기업 (50~300명),6610
20,데이터 분석가,Go,학사,스타트업 (~50명),8010
3,ML 엔지니어,C#,학사,중견기업 (300~1000명),7480
21,ML 엔지니어,JavaScript/TypeScript,학사,대기업 (1000명~),9550
6,데이터 분석가,JavaScript/TypeScript,학사,중견기업 (300~1000명),6390
3,백엔드,기타,학사,중견기업 (300~1000명),5510
18,백엔드,Kotlin,학사,대기업 (1000명~),8090
20,프론트엔드,Python,석사,중소기업 (50~300명),8560
15,데이터 분석가,기타,학사,대기업 (1000명~),8390
3,데이터 엔지니어,Kotlin,학사,중견기업 (300~1000명),5930
2,DevOps/인프라,Python,학사,스타트업 (~50명),5770
10,풀스택,Kotlin,석사,중소기업 (50~300명),7140
11,DevOps/인프라,Go,석사,중소기업 (50~300명),7830
25,데이터 엔지니어,기타,석사,스타트업 (~50명),8730
7,백엔드,C#,학사,대기업 (1000명~),7060
5,모바일,C#,학사,스타트업 (~50명),5270
24,풀스택,JavaScript/TypeScript,학사,중견기업 (300~1000명),8620
4,DevOps/인프라,JavaScript/TypeScript,학사,대기업 (1000명~),7060
0,QA,Go,학사,중소기업 (50~300명),3670
10,DevOps/인프라,SQL,학사,중소기업 (50~300명),7070
10,데이터 분석가,기타,학사,중견기업 (300~1000명),6510
16,데이터 분석가,Kotlin,학사,대기업 (1000명~),8730
22,풀스택,Go,고졸,스타트업 (~50명),8110
24,ML 엔지니어,C#,학사,중소기업 (50~300명),8230
7,백엔드,C/C++,석사,중견기업 (300~1000명),6960
25,풀스택,Kotlin,학사,대기업 (1000명~),9750
16,프론트엔드,JavaScript/TypeScript,석사,중소기업 (50~300명),7160
1,데이터 분석가,JavaScript/TypeScript,학사,중소기업 (50~300명),4300
24,풀스택,SQL,석사,대기업 (1000명~),9310
3,프론트엔드,Go,석사,스타트업 (~50명),6620
15,모바일,C/C++,학사,스타트업 (~50명),6990
20,DevOps/인프라,SQL,박사,중견기업 (300~1000명),9230
6,데이터 엔지니어,기타,고졸,스타트업 (~50명),6020
7,DevOps/인프라,JavaScript/TypeScript,학사,스타트업 (~50명),6000
12,QA,C#,석사,중견기업 (300~1000명),7500
23,QA,C#,학사,중견기업 (300~1000명),8170
5,모바일,Kotlin,학사,중소기업 (50~300명),5860
17,DevOps/인프라,기타,학사,중소기업 (50~300명),6960
11,QA,C#,고졸,중견기업 (300~1000명),6880
2,QA,SQL,고졸,중견기업 (300~1000명),5560
18,모바일,Go,학사,대기업 (1000명~),8720
21,풀스택,SQL,학사,중견기업 (300~1000명),8850
14,데이터 엔지니어,C/C++,학사,중견기업 (300~1000명),8210
4,QA,C/C++,학사,대기업 (1000명~),6400
4,QA,C/C++,학사,대기업 (1000명~),6150
11,데이터 엔지니어,기타,학사,스타트업 (~50명),6620
13,프론트엔드,Go,고졸,대기업 (1000명~),7280
14,모바일,Java,학사,대기업 (1000명~),7980
6,ML 엔지니어,Python,석사,중소기업 (50~300명),7370
13,데이터 엔지니어,C#,석사,스타트업 (~50명),8180
7,모바일,SQL,학사,중견기업 (300~1000명),6830
17,모바일,C#,학사,중소기업 (50~300명),7210
20,백엔드,Go,석사,중견기업 (300~1000명),8130
16,풀스택,SQL,석사,중소기업 (50~300명),7640
0,ML 엔지니어,C#,학사,스타트업 (~50명),4530
25,풀스택,기타,학사,스타트업 (~50명),8050
0,QA,Go,고졸,대기업 (1000명~),4790
25,백엔드,Kotlin,학사,스타트업 (~50명),8300
0,데이터 엔지니어,SQL,석사,중견기업 (300~1000명),5000
13,데이터 분석가,Go,학사,중소기업 (50~300명),6580
2,DevOps/인프라,Python,학사,중소기업 (50~300명),6140
2,DevOps/인프라,C/C++,학사,중소기업 (50~300명),4950
17,데이터 분석가,Java,석사,중소기업 (50~300명),8220
18,데이터 엔지니어,C#,학사,중견기업 (300~1000명),8160
3,ML 엔지니어,Java,석사,중견기업 (300~1000명),6910
25,데이터 분석가,C#,학사,스타트업 (~50명),8050
8,프론트엔드,C/C++,학사,중소기업 (50~300명),6640
8,모바일,Python,학사,중견기업 (300~1000명),7080
7,풀스택,Java,학사,중견기업 (300~1000명),7160
11,데이터 분석가,C#,박사,중소기업 (50~300명),8080
4,데이터 엔지니어,Python,학사,중견기업 (300~1000명),6500
11,프론트엔드,SQL,학사,스타트업 (~50명),7390
5,풀스택,Kotlin,학사,스타트업 (~50명),5880
1,DevOps/인프라,Kotlin,학사,중견기업 (300~1000명),5910
9,모바일,Java,학사,중견기업 (300~1000명),7170
17,프론트엔드,SQL,석사,대기업 (1000명~),8340
19,ML 엔지니어,Go,학사,스타트업 (~50명),8350
9,ML 엔지니어,C/C++,학사,중소기업 (50~300명),7410
8,DevOps/인프라,Python,학사,중견기업 (300~1000명),7030
20,ML 엔지니어,C#,고졸,스타트업 (~50명),8220
17,QA,SQL,학사,중소기업 (50~300명),7780
21,데이터 엔지니어,Python,학사,중견기업 (300~1000명),8660
23,풀스택,Python,학사,스타트업 (~50명),6790
21,DevOps/인프라,C/C++,석사,중소기업 (50~300명),9310
24,풀스택,C#,석사,스타트업 (~50명),8240
10,풀스택,C#,석사,대기업 (1000명~),7440
10,DevOps/인프라,C/C++,학사,스타트업 (~50명),6320
8,DevOps/인프라,JavaScript/TypeScript,학사,스타트업 (~50명),6270
6,모바일,Python,석사,스타트업 (~50명),5980
19,ML 엔지니어,Python,학사,스타트업 (~50명),7840
18,QA,Python,학사,스타트업 (~50명),7110
20,DevOps/인프라,Kotlin,학사,중견기업 (300~1000명),8790
4,백엔드,SQL,석사,스타트업 (~50명),6690
12,데이터 엔지니어,C/C++,학사,중소기업 (50~300명),7720
5,프론트엔드,Python,학사,스타트업 (~50명),6270
23,DevOps/인프라,C/C++,학사,중소기업 (50~300명),8330
6,백엔드,기타,학사,스타트업 (~50명),5950
3,QA,JavaScript/TypeScript,학사,중견기업 (300~1000명),5830
14,프론트엔드,C#,학사,중견기업 (300~1000명),7280
22,모바일,C#,학사,중견기업 (300~1000명),8270
23,풀스택,JavaScript/TypeScript,석사,스타트업 (~50명),8680
2,DevOps/인프라,C/C++,석사,대기업 (1000명~),6990
