브랜드,차종,연식,주행거리_만km,연료,사고이력,가격_만원
현대,SUV,2017,14.5,디젤,단순수리,730.0
현대,대형,2010,9.8,가솔린,무사고,630.0
르노코리아,중형,2020,10.5,가솔린,무사고,1100.0
기아,SUV,2014,20.2,가솔린,무사고,580.0
현대,전기차 전용,2024,1.6,전기,무사고,4010.0
테슬라,SUV,2016,21.8,전기,단순수리,1150.0
BMW,대형,2011,24.9,LPG,무사고,820.0
현대,중형,2021,10.8,디젤,사고이력,1010.0
현대,경차,2021,8.5,하이브리드,무사고,680.0
렉서스,SUV,2023,4.2,가솔린,무사고,3810.0
현대,대형,2017,5.8,가솔린,단순수리,1600.0
현대,경차,2024,3.2,디젤,무사고,900.0
KG모빌리티,SUV,2009,34.3,하이브리드,무사고,280.0
포르쉐,스포츠카,2012,8.8,가솔린,무사고,3540.0
BMW,중형,2013,11.1,가솔린,단순수리,820.0
벤츠,대형,2022,3.5,디젤,무사고,5110.0
현대,경차,2026,0.0,하이브리드,무사고,1570.0
쉐보레,준중형,2023,1.8,하이브리드,단순수리,1580.0
기아,중형,2013,27.6,가솔린,무사고,440.0
BMW,대형,2016,18.9,LPG,무사고,1560.0
벤츠,준중형,2023,4.8,디젤,단순수리,2580.0
기아,대형,2017,13.6,하이브리드,단순수리,1210.0
폭스바겐,준중형,2021,9.1,하이브리드,무사고,1490.0
현대,대형,2020,9.9,가솔린,단순수리,2000.0
기아,대형,2026,0.0,LPG,사고이력,4330.0
BMW,SUV,2011,21.6,가솔린,단순수리,570.0
제네시스,SUV,2017,11.8,가솔린,단순수리,1260.0
현대,전기차 전용,2008,24.1,전기,단순수리,370.0
기아,SUV,2019,5.0,하이브리드,무사고,1690.0
기아,경차,2014,16.0,LPG,무사고,180.0
볼보,대형,2018,8.7,가솔린,단순수리,2220.0
테슬라,SUV,2019,10.3,전기,무사고,2200.0
기아,준중형,2026,0.4,가솔린,단순수리,2330.0
아우디,SUV,2010,16.1,가솔린,무사고,570.0
기아,SUV,2022,2.5,하이브리드,무사고,2560.0
테슬라,SUV,2023,4.4,전기,단순수리,3680.0
폭스바겐,준중형,2014,21.9,가솔린,사고이력,380.0
렉서스,중형,2026,0.2,가솔린,무사고,5160.0
테슬라,SUV,2008,12.9,전기,무사고,480.0
벤츠,중형,2014,18.7,디젤,단순수리,770.0
현대,전기차 전용,2014,26.3,전기,무사고,790.0
폭스바겐,중형,2020,8.7,디젤,단순수리,1410.0
현대,SUV,2026,0.3,디젤,무사고,3900.0
기아,준중형,2023,4.2,가솔린,단순수리,1430.0
현대,SUV,2022,4.4,가솔린,단순수리,1970.0
기아,전기차 전용,2013,11.6,전기,무사고,790.0
쉐보레,중형,2024,0.3,하이브리드,사고이력,2230.0
기아,준중형,2015,9.7,가솔린,무사고,500.0
BMW,대형,2013,14.1,하이브리드,무사고,1420.0
기아,전기차 전용,2009,29.8,전기,무사고,430.0
기아,SUV,2009,18.1,디젤,무사고,260.0
BMW,대형,2009,24.4,가솔린,무사고,690.0
현대,경차,2016,19.2,디젤,단순수리,200.0
현대,대형,2014,19.5,디젤,단순수리,730.0
포르쉐,SUV,2022,8.5,디젤,단순수리,5380.0
르노코리아,준중형,2020,7.7,가솔린,단순수리,830.0
포르쉐,SUV,2012,24.0,LPG,사고이력,950.0
BMW,SUV,2011,32.5,디젤,단순수리,570.0
기아,중형,2011,29.4,가솔린,단순수리,310.0
렉서스,SUV,2013,11.3,가솔린,무사고,910.0
쉐보레,준중형,2014,11.8,하이브리드,무사고,440.0
기아,중형,2009,16.3,하이브리드,무사고,290.0
벤츠,중형,2019,14.2,디젤,단순수리,1620.0
르노코리아,중형,2021,3.2,LPG,무사고,1440.0
테슬라,전기차 전용,2012,19.2,전기,사고이력,710.0
기아,대형,2021,4.7,가솔린,무사고,2800.0
벤츠,대형,2020,11.3,가솔린,무사고,3450.0
기아,대형,2011,8.5,디젤,단순수리,680.0
아우디,SUV,2018,6.7,가솔린,무사고,1970.0
쉐보레,경차,2013,23.3,하이브리드,단순수리,160.0
현대,대형,2021,7.0,가솔린,사고이력,2110.0
르노코리아,중형,2019,7.7,가솔린,무사고,1080.0
현대,SUV,2023,3.4,디젤,단순수리,2250.0
테슬라,SUV,2017,16.0,전기,무사고,1280.0
쉐보레,중형,2013,14.8,디젤,무사고,410.0
쉐보레,중형,2021,2.6,가솔린,단순수리,1500.0
테슬라,SUV,2014,17.6,전기,단순수리,850.0
제네시스,SUV,2011,11.5,LPG,무사고,550.0
테슬라,전기차 전용,2008,22.9,전기,사고이력,470.0
쉐보레,준중형,2026,0.0,하이브리드,사고이력,1950.0
현대,전기차 전용,2020,8.5,전기,사고이력,1760.0
기아,경차,2015,8.4,가솔린,단순수리,280.0
KG모빌리티,중형,2015,17.8,하이브리드,무사고,540.0
KG모빌리티,중형,2017,17.8,가솔린,무사고,610.0
KG모빌리티,중형,2020,6.9,하이브리드,무사고,1390.0
기아,준중형,2018,11.7,가솔린,사고이력,560.0
BMW,준중형,2017,6.2,가솔린,무사고,1270.0
르노코리아,SUV,2009,11.2,가솔린,단순수리,270.0
렉서스,중형,2011,10.1,가솔린,무사고,690.0
테슬라,SUV,2021,2.3,전기,사고이력,2870.0
현대,경차,2015,11.6,디젤,무사고,240.0
현대,중형,2017,6.5,가솔린,사고이력,760.0
KG모빌리티,SUV,2011,10.4,가솔린,무사고,400.0
벤츠,중형,2009,20.9,가솔린,무사고,460.0
기아,경차,2016,22.8,LPG,무사고,210.0
기아,경차,2012,6.8,가솔린,무사고,200.0
벤츠,중형,2014,24.7,가솔린,무사고,900.0
현대,중형,2011,23.4,가솔린,사고이력,260.0
BMW,중형,2018,8.0,가솔린,단순수리,1650.0
기아,중형,2013,26.8,LPG,단순수리,380.0
르노코리아,중형,2025,2.1,디젤,무사고,2290.0
제네시스,대형,2013,25.3,하이브리드,무사고,1150.0
현대,SUV,2025,1.3,가솔린,무사고,3360.0
벤츠,중형,2026,0.0,가솔린,단순수리,6320.0
기아,준중형,2026,0.0,LPG,단순수리,2070.0
BMW,준중형,2010,29.8,디젤,사고이력,270.0
제네시스,대형,2020,7.8,가솔린,무사고,3320.0
BMW,준중형,2010,19.9,가솔린,단순수리,340.0
KG모빌리티,SUV,2025,1.1,가솔린,무사고,2760.0
아우디,대형,2023,2.6,가솔린,무사고,6120.0
벤츠,대형,2025,1.3,디젤,무사고,8880.0
현대,전기차 전용,2021,8.8,전기,무사고,2360.0
폭스바겐,SUV,2022,5.6,가솔린,무사고,2770.0
기아,대형,2017,19.5,하이브리드,무사고,1340.0
현대,경차,2017,11.6,하이브리드,단순수리,340.0
쉐보레,경차,2017,12.4,가솔린,단순수리,280.0
아우디,대형,2015,15.5,가솔린,무사고,1430.0
현대,경차,2021,6.5,가솔린,무사고,630.0
르노코리아,SUV,2019,3.8,가솔린,무사고,1250.0
KG모빌리티,SUV,2013,25.6,디젤,무사고,370.0
제네시스,대형,2018,9.8,디젤,사고이력,1750.0
아우디,준중형,2018,12.9,디젤,사고이력,820.0
현대,전기차 전용,2021,6.5,전기,단순수리,2280.0
현대,준중형,2009,23.3,디젤,무사고,190.0
기아,전기차 전용,2017,6.6,전기,무사고,1500.0
기아,경차,2023,2.7,디젤,단순수리,760.0
현대,대형,2016,8.2,가솔린,무사고,1290.0
BMW,준중형,2011,25.4,LPG,단순수리,340.0
현대,SUV,2014,9.2,하이브리드,단순수리,680.0
BMW,중형,2012,30.1,디젤,단순수리,550.0
현대,중형,2015,21.8,디젤,단순수리,520.0
르노코리아,중형,2017,15.5,하이브리드,무사고,650.0
폭스바겐,준중형,2014,9.0,가솔린,단순수리,510.0
현대,대형,2016,21.6,LPG,사고이력,720.0
폭스바겐,SUV,2021,7.2,하이브리드,단순수리,2320.0
포르쉐,스포츠카,2017,16.4,가솔린,무사고,5320.0
볼보,SUV,2013,22.2,가솔린,단순수리,610.0
렉서스,SUV,2010,32.6,LPG,단순수리,400.0
현대,준중형,2009,25.4,가솔린,무사고,200.0
KG모빌리티,중형,2021,6.9,LPG,무사고,1150.0
현대,중형,2018,8.6,디젤,무사고,1040.0
기아,SUV,2023,2.3,LPG,단순수리,2300.0
제네시스,대형,2023,6.0,가솔린,무사고,4990.0
현대,경차,2022,8.2,가솔린,사고이력,510.0
르노코리아,준중형,2023,2.0,가솔린,무사고,1520.0
현대,경차,2010,23.3,디젤,사고이력,150.0
렉서스,SUV,2017,17.0,가솔린,단순수리,1050.0
렉서스,중형,2021,11.1,가솔린,단순수리,1900.0
KG모빌리티,SUV,2020,12.8,가솔린,무사고,1060.0
쉐보레,경차,2013,9.3,가솔린,무사고,190.0
벤츠,대형,2011,30.9,가솔린,무사고,960.0
르노코리아,준중형,2023,6.0,가솔린,단순수리,1220.0
기아,경차,2022,5.4,가솔린,무사고,710.0
아우디,중형,2010,29.0,디젤,무사고,450.0
쉐보레,SUV,2019,14.5,하이브리드,무사고,1030.0
현대,SUV,2022,3.1,하이브리드,무사고,2280.0
현대,SUV,2017,9.0,디젤,무사고,980.0
제네시스,대형,2011,10.8,가솔린,무사고,1040.0
폭스바겐,준중형,2015,15.8,하이브리드,무사고,540.0
기아,중형,2008,18.9,하이브리드,무사고,260.0
제네시스,대형,2017,13.3,하이브리드,사고이력,1650.0
벤츠,중형,2018,8.7,디젤,무사고,1880.0
쉐보레,중형,2015,12.8,가솔린,무사고,550.0
벤츠,SUV,2026,0.2,가솔린,단순수리,6230.0
르노코리아,준중형,2020,9.4,하이브리드,사고이력,700.0
BMW,SUV,2023,3.8,가솔린,단순수리,3750.0
기아,SUV,2018,11.6,LPG,무사고,930.0
기아,전기차 전용,2017,11.6,전기,단순수리,1170.0
쉐보레,SUV,2019,9.1,가솔린,무사고,1130.0
아우디,준중형,2014,18.3,하이브리드,무사고,590.0
기아,대형,2016,10.2,가솔린,무사고,1260.0
아우디,SUV,2024,3.9,디젤,단순수리,3810.0
BMW,대형,2022,4.1,가솔린,무사고,5120.0
벤츠,중형,2024,2.5,가솔린,무사고,5080.0
르노코리아,준중형,2014,10.7,가솔린,단순수리,340.0
현대,중형,2020,3.8,가솔린,단순수리,1510.0
벤츠,중형,2008,32.0,가솔린,무사고,450.0
현대,대형,2020,11.3,디젤,무사고,1830.0
렉서스,SUV,2011,16.6,가솔린,단순수리,500.0
르노코리아,중형,2009,28.4,하이브리드,사고이력,200.0
아우디,준중형,2017,18.7,하이브리드,무사고,900.0
벤츠,준중형,2011,14.0,가솔린,무사고,480.0
제네시스,대형,2019,13.5,디젤,단순수리,2020.0
볼보,SUV,2012,9.4,하이브리드,무사고,860.0
쉐보레,SUV,2014,12.0,가솔린,무사고,580.0
기아,대형,2025,1.5,가솔린,단순수리,4820.0
기아,중형,2011,14.6,가솔린,무사고,350.0
BMW,SUV,2009,19.1,가솔린,무사고,490.0
현대,경차,2017,5.4,LPG,사고이력,280.0
기아,전기차 전용,2016,19.8,전기,무사고,960.0
쉐보레,SUV,2024,3.6,디젤,무사고,2470.0
테슬라,전기차 전용,2016,6.8,전기,무사고,2190.0
기아,중형,2024,2.3,가솔린,무사고,2580.0
벤츠,대형,2010,11.4,가솔린,단순수리,1040.0
현대,중형,2022,7.2,가솔린,단순수리,1740.0
르노코리아,SUV,2012,24.9,가솔린,단순수리,340.0
르노코리아,준중형,2017,16.7,가솔린,무사고,430.0
현대,전기차 전용,2013,8.8,전기,무사고,890.0
아우디,중형,2012,21.6,디젤,무사고,570.0
BMW,준중형,2017,7.2,가솔린,무사고,1230.0
현대,SUV,2014,22.6,디젤,무사고,510.0
테슬라,전기차 전용,2014,10.5,전기,단순수리,1390.0
현대,중형,2010,26.0,가솔린,단순수리,280.0
현대,준중형,2008,22.0,하이브리드,무사고,180.0
KG모빌리티,중형,2014,15.5,가솔린,무사고,460.0
현대,전기차 전용,2025,1.3,전기,사고이력,3920.0
쉐보레,중형,2013,20.8,가솔린,단순수리,380.0
제네시스,대형,2008,23.0,가솔린,무사고,530.0
기아,SUV,2020,7.5,하이브리드,무사고,1800.0
볼보,중형,2014,21.4,디젤,무사고,610.0
기아,전기차 전용,2026,0.4,전기,무사고,5650.0
볼보,대형,2022,4.7,가솔린,무사고,4590.0
벤츠,준중형,2015,17.3,디젤,무사고,710.0
르노코리아,중형,2025,1.2,가솔린,무사고,2640.0
BMW,중형,2021,5.3,디젤,무사고,2670.0
현대,전기차 전용,2015,20.1,전기,무사고,870.0
벤츠,대형,2022,4.1,가솔린,무사고,5440.0
현대,경차,2024,2.6,가솔린,무사고,1000.0
현대,경차,2020,4.4,가솔린,단순수리,580.0
현대,전기차 전용,2009,36.5,전기,단순수리,370.0
기아,SUV,2017,18.1,하이브리드,단순수리,760.0
기아,중형,2012,17.9,가솔린,무사고,400.0
BMW,대형,2017,12.6,디젤,무사고,2070.0
현대,전기차 전용,2019,11.0,전기,단순수리,1720.0
현대,경차,2021,4.6,가솔린,무사고,650.0
벤츠,준중형,2017,8.0,하이브리드,단순수리,1250.0
기아,전기차 전용,2011,29.3,전기,무사고,580.0
현대,준중형,2020,3.8,가솔린,무사고,1200.0
기아,경차,2023,5.6,하이브리드,무사고,890.0
현대,SUV,2013,26.6,가솔린,무사고,490.0
벤츠,중형,2013,23.4,하이브리드,무사고,870.0
현대,SUV,2014,20.9,가솔린,단순수리,480.0
BMW,대형,2026,0.4,디젤,단순수리,8720.0
벤츠,대형,2012,23.9,LPG,무사고,980.0
볼보,대형,2012,16.4,가솔린,무사고,880.0
기아,준중형,2012,7.9,가솔린,무사고,380.0
BMW,SUV,2009,19.0,디젤,무사고,480.0
기아,SUV,2023,6.1,가솔린,무사고,2240.0
기아,준중형,2014,18.6,하이브리드,무사고,360.0
볼보,중형,2021,5.0,가솔린,무사고,2380.0
기아,대형,2019,6.0,하이브리드,무사고,2120.0
쉐보레,중형,2022,7.3,가솔린,무사고,1630.0
기아,전기차 전용,2021,3.8,전기,무사고,2810.0
BMW,SUV,2016,19.7,하이브리드,단순수리,1230.0
BMW,SUV,2016,10.2,가솔린,무사고,1570.0
현대,SUV,2017,14.6,하이브리드,무사고,960.0
아우디,준중형,2012,11.3,가솔린,무사고,580.0
기아,SUV,2023,3.1,가솔린,무사고,2580.0
현대,대형,2023,2.6,가솔린,단순수리,3280.0
현대,SUV,2011,15.3,하이브리드,무사고,430.0
기아,중형,2013,18.2,가솔린,무사고,440.0
포르쉐,SUV,2012,18.9,가솔린,단순수리,1160.0
BMW,중형,2015,6.4,가솔린,단순수리,1230.0
테슬라,SUV,2013,15.7,전기,무사고,800.0
포르쉐,스포츠카,2018,13.6,하이브리드,단순수리,6800.0
기아,SUV,2008,29.0,가솔린,무사고,260.0
르노코리아,SUV,2023,1.7,하이브리드,사고이력,1850.0
테슬라,전기차 전용,2019,13.1,전기,무사고,2500.0
기아,경차,2016,14.8,가솔린,무사고,250.0
테슬라,SUV,2026,0.4,전기,무사고,6510.0
렉서스,SUV,2017,5.3,가솔린,단순수리,1640.0
BMW,대형,2014,24.9,하이브리드,사고이력,1180.0
렉서스,SUV,2013,20.3,가솔린,무사고,690.0
현대,중형,2014,18.6,가솔린,사고이력,420.0
현대,전기차 전용,2015,16.9,전기,무사고,930.0
현대,전기차 전용,2014,20.8,전기,단순수리,690.0
현대,전기차 전용,2008,15.2,전기,무사고,390.0
벤츠,대형,2015,5.3,가솔린,단순수리,2050.0
KG모빌리티,중형,2025,1.9,디젤,무사고,2480.0
렉서스,중형,2026,0.6,하이브리드,무사고,5550.0
현대,전기차 전용,2011,19.1,전기,무사고,510.0
테슬라,전기차 전용,2009,10.6,전기,무사고,840.0
테슬라,전기차 전용,2015,14.1,전기,무사고,1410.0
현대,중형,2009,24.4,가솔린,무사고,270.0
현대,경차,2008,15.7,하이브리드,사고이력,150.0
제네시스,SUV,2021,8.3,가솔린,무사고,2520.0
현대,전기차 전용,2013,13.6,전기,무사고,790.0
르노코리아,중형,2011,10.6,가솔린,무사고,350.0
폭스바겐,중형,2022,7.3,가솔린,무사고,2160.0
벤츠,중형,2019,5.4,가솔린,무사고,2330.0
볼보,중형,2025,1.0,하이브리드,단순수리,4590.0
제네시스,SUV,2022,6.3,가솔린,단순수리,2970.0
기아,전기차 전용,2026,0.0,전기,무사고,5950.0
BMW,SUV,2013,19.6,가솔린,단순수리,790.0
아우디,SUV,2019,16.4,가솔린,무사고,1650.0
BMW,SUV,2021,5.4,디젤,사고이력,2330.0
기아,전기차 전용,2013,16.1,전기,단순수리,640.0
제네시스,대형,2008,37.6,가솔린,무사고,570.0
볼보,대형,2008,13.9,디젤,사고이력,440.0
기아,대형,2022,6.6,가솔린,무사고,3090.0
벤츠,대형,2020,11.8,가솔린,무사고,3720.0
BMW,SUV,2013,7.3,디젤,단순수리,950.0
테슬라,전기차 전용,2022,6.7,전기,사고이력,3720.0
BMW,중형,2015,12.2,디젤,무사고,990.0
테슬라,전기차 전용,2024,3.9,전기,단순수리,5900.0
기아,대형,2010,35.2,디젤,단순수리,440.0
기아,SUV,2021,5.2,가솔린,단순수리,1830.0
기아,준중형,2012,26.0,가솔린,무사고,300.0
BMW,중형,2015,22.9,가솔린,무사고,930.0
기아,중형,2021,2.6,가솔린,무사고,1740.0
BMW,중형,2021,5.8,가솔린,단순수리,2560.0
아우디,대형,2014,10.5,가솔린,무사고,1680.0
현대,경차,2014,14.8,하이브리드,무사고,230.0
BMW,SUV,2026,0.5,디젤,무사고,6260.0
벤츠,중형,2016,17.9,하이브리드,무사고,1310.0
현대,경차,2010,30.7,디젤,사고이력,150.0
폭스바겐,중형,2014,16.7,가솔린,무사고,640.0
현대,전기차 전용,2025,1.6,전기,단순수리,4320.0
현대,대형,2021,3.9,디젤,무사고,2790.0
아우디,중형,2010,21.3,디젤,무사고,490.0
기아,전기차 전용,2020,4.1,전기,무사고,2490.0
포르쉐,SUV,2008,9.8,가솔린,사고이력,850.0
렉서스,SUV,2010,20.4,가솔린,단순수리,460.0
기아,중형,2024,2.8,가솔린,무사고,2530.0
현대,대형,2017,6.4,하이브리드,무사고,1670.0
제네시스,SUV,2022,5.7,가솔린,무사고,2980.0
현대,준중형,2026,0.0,가솔린,무사고,2580.0
기아,준중형,2016,16.7,하이브리드,무사고,480.0
테슬라,SUV,2023,3.9,전기,무사고,4040.0
폭스바겐,중형,2022,4.7,가솔린,무사고,2590.0
KG모빌리티,중형,2019,10.5,가솔린,사고이력,780.0
벤츠,준중형,2016,9.5,가솔린,무사고,1080.0
렉서스,SUV,2013,13.7,가솔린,사고이력,630.0
현대,준중형,2011,32.0,디젤,무사고,220.0
렉서스,중형,2010,8.8,하이브리드,무사고,610.0
포르쉐,SUV,2020,11.7,디젤,무사고,3740.0
벤츠,대형,2021,10.3,가솔린,무사고,4280.0
쉐보레,중형,2023,4.4,디젤,단순수리,1850.0
쉐보레,경차,2018,10.8,가솔린,사고이력,290.0
KG모빌리티,중형,2018,4.4,가솔린,단순수리,890.0
벤츠,SUV,2013,21.1,가솔린,무사고,920.0
BMW,SUV,2009,21.2,디젤,단순수리,420.0
BMW,중형,2021,8.8,가솔린,무사고,2480.0
쉐보레,경차,2009,11.7,가솔린,단순수리,150.0
BMW,준중형,2015,20.7,가솔린,단순수리,620.0
BMW,SUV,2009,21.1,하이브리드,무사고,560.0
제네시스,대형,2013,10.8,하이브리드,무사고,1400.0
쉐보레,중형,2008,25.4,가솔린,단순수리,190.0
렉서스,대형,2020,11.1,하이브리드,무사고,3280.0
KG모빌리티,SUV,2025,0.2,하이브리드,무사고,3400.0
제네시스,SUV,2011,23.0,가솔린,무사고,530.0
아우디,준중형,2024,3.1,가솔린,단순수리,2890.0
기아,준중형,2010,32.0,가솔린,단순수리,190.0
현대,전기차 전용,2022,6.1,전기,사고이력,2490.0
현대,대형,2019,13.0,LPG,단순수리,1320.0
기아,대형,2023,6.1,가솔린,단순수리,2980.0
현대,SUV,2024,3.8,디젤,무사고,2820.0
기아,경차,2013,25.9,하이브리드,무사고,200.0
BMW,SUV,2020,12.3,디젤,단순수리,2060.0
렉서스,대형,2020,3.5,LPG,사고이력,2930.0
현대,SUV,2015,19.9,가솔린,단순수리,550.0
르노코리아,중형,2012,9.2,하이브리드,단순수리,450.0
쉐보레,중형,2015,11.4,가솔린,단순수리,590.0
렉서스,SUV,2012,20.3,가솔린,단순수리,610.0
벤츠,SUV,2009,38.0,가솔린,단순수리,490.0
벤츠,SUV,2024,3.1,가솔린,단순수리,4970.0
현대,준중형,2010,29.2,가솔린,사고이력,180.0
제네시스,SUV,2015,16.9,디젤,무사고,880.0
벤츠,SUV,2023,1.9,가솔린,무사고,4870.0
벤츠,중형,2017,17.2,가솔린,무사고,1280.0
벤츠,중형,2024,4.2,가솔린,무사고,4660.0
기아,중형,2017,17.4,가솔린,무사고,730.0
